Post Title,Sq ft,Bedroom,Bathroom,Balcony,Parking,Lift,Rent Floor,Total Number of Floor,Price,Service Charge,Build Year,Area,Extra Aminities, Generator,Property Type,Interior,Building Regiration Type,Road In Front of House,Gas,Servant Room,Facing,Tiles,Drawing Room,Dinning Room
NAfi toWESTr,6000,Open Space,Open Space,Open Space,2,3,11,20,840000,60000,2008,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
Amin mohammad green meher toWESTr,5200,Open Space,Open Space,Open Space,2,2,12,13,8580000,78000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
suvau muskan ToWESTr 13A,4000,Open Space,Open Space,Open Space,1,3,12,22,560000,60000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
priine pavilion 13A,6995,Open Space,Open Space,Open Space,3,4,12,16,1189150,125910,2019,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
ventura angibeeNA,2100,Open Space,Open Space,Open Space,1,2,9,10,283500,28000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,40,NA,NA,WEST,YES,Open Space,Open Space
rashid toWESTr,6120,Open Space,Open Space,Open Space,1,2,9,17,734400,61200,2001,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
johora assure square,3955,Open Space,Open Space,Open Space,1,1,9,13,791000,39550,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
venture avenue 4A,4000,Open Space,Open Space,Open Space,2,2,4,8,600000,72000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,EAST,YES,Open Space,Open Space
nilufar heights,4630,Open Space,Open Space,Open Space,3,4,4,16,763950,115750,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,SOUTH,NA,Open Space,Open Space
fiNAnce square 18A,3950,Open Space,Open Space,Open Space,2,2,4,20,987500,98750,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,SOUTH,NA,Open Space,Open Space
assurance NAzir toWESTr,5900,Open Space,Open Space,Open Space,2,2,4,9,944000,118000,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space, Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
RM CENTRE,6700,Open Space,Open Space,Open Space,2,2,6,7,871000,67000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
MMK Aakash Avenue 13A,3372,Open Space,Open Space,Open Space,1,2,6,18,573240,50580,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ventura avenue,4000,Open Space,Open Space,Open Space,2,2,6,6,660000,72000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
suvau imam square,7000,Open Space,Open Space,Open Space,2,1,6,9,910000,70000,2018,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
taher mension,4000,Open Space,Open Space,Open Space,NA,1,6,8,440000,40000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
laila toWESTr 7A,3000,Open Space,Open Space,Open Space,1,3,6,14,600000,60000,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
khaokar toWESTr 10A,14000,Open Space,Open Space,Open Space,2,3,6,15,2240000,210000,2018,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,NA,Open Space,Open Space
MCC CDL 4a,8200,Open Space,Open Space,Open Space,4,3,8,8,1312000,147600,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
FiNAnce Square,3950,Open Space,Open Space,Open Space,2,2,8,20,987500,98750,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,SOUTH,YES,Open Space,Open Space
Point Eleven A11,2365,Open Space,Open Space,Open Space,1,2,8,15,210000,10000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
suvau jahaNORTHa square 6a,2188,Open Space,Open Space,Open Space,1,1,8,11,284440,21880,2015,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ahsan toWESTr,3460,Open Space,Open Space,Open Space,NA,1,3,7,220000,34600,2001,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,NA,Open Space,Open Space
makbul cuve invenger,2400,Open Space,Open Space,Open Space,1,2,3,15,210000,20000,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
prasad trEASTd centre 9a,3700,Open Space,Open Space,Open Space,1,4,3,15,518000,25000,2008,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space, Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Baro Bhuiyan 11A,3200,Open Space,Open Space,Open Space,1,2,3,15,448000,32000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
simpletree litehouse,5600,Open Space,Open Space,Open Space,2,3,3,14,1064000,140000,2016,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
Sher ToWESTr,3500,Open Space,Open Space,Open Space,1,2,3,15,280000,35000,2005,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
Rangs Paramount,3865,Open Space,Open Space,Open Space,1,2,3,15,483125,42515,2002,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,30,NA,NA,NORTH,YES,Open Space,Open Space
nur empori 7A,6000,Open Space,Open Space,Open Space,3,2,3,11,720000,0,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
bay bellavia,950,Open Space,Open Space,Open Space,1,2,3,10,152000,9500,2015,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
circle aztec obaid gra palace,4000,Open Space,Open Space,Open Space,26,2,12,13,6400000,60000,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
sheltech NORTHern ar 6A,2595,Open Space,Open Space,Open Space,1,2,4,11,389250,38925,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
abidin toWESTr,3800,Open Space,Open Space,Open Space,1,2,3,16,494000,38000,2015,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
hosNA centre,2084,Open Space,Open Space,Open Space,2,2,2,7,281340,14588,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
jahed toWESTr,9500,Open Space,Open Space,Open Space,NA,3,1,16,950000,95000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,NA,Open Space,Open Space
gulsancentre point,14000,Open Space,Open Space,Open Space,11,6,11,12,2590000,350000,2021,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,24,NA,NA,NORTH,YES,Open Space,Open Space
ar centre,2300,Open Space,Open Space,Open Space,1,1,4,6,230000,20000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,NA,Open Space,Open Space
aziz 0p 1A,1600,Open Space,Open Space,Open Space,NA,1,4,6,192000,16000,2021,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
belvia,9000,Open Space,Open Space,Open Space,4,2,4,7,1440000,90000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
rsr toWESTr 13a,2950,Open Space,Open Space,Open Space,1,2,4,14,354000,29500,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ventura iconia,2200,Open Space,Open Space,Open Space,1,2,4,11,264000,40000,2006,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
cryal palace 12a,5600,Open Space,Open Space,Open Space,2,3,4,14,840000,84000,2019,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
amanullah trade centre,3700,Open Space,Open Space,Open Space,2,2,4,16,555000,37000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
mmk aakash Avenue ,3373,Open Space,Open Space,Open Space,1,2,4,18,539680,50595,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
lotus kamal toWESTr,6067,Open Space,Open Space,Open Space,2,3,4,14,849380,0,2018,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,NA,Open Space,Open Space
rahman galleria 9A,2965,Open Space,Open Space,Open Space,1,2,4,11,415100,29650,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Simpletree aNORTHkoli,4088,Open Space,Open Space,Open Space,2,3,12,14,2125760,81760,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
EHL Lokman Hossain ToWESTr 10A,5059,Open Space,Open Space,Open Space,3,3,9,19,910620,86003,2018,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Ahmed ToWESTr,1710,Open Space,Open Space,Open Space,1,3,19,24,153900,0,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
skylark,2000,Open Space,Open Space,Open Space,1,2,6,11,220000,20000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
sheltech ayaan 3A,1452,Open Space,Open Space,Open Space,1,2,6,15,261360,21780,2021,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
ANZ Haque Eleven Square ,2000,Open Space,Open Space,Open Space,1,2,6,15,260000,30000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
artisan ,3285,Open Space,Open Space,Open Space,1,2,6,13,295650,49275,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Delta Dahlia ToWESTr,5500,Open Space,Open Space,Open Space,NA,2,6,16,1375000,15000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Green Graer,4300,Open Space,Open Space,Open Space,2,2,6,14,516000,51600,2015,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
ToWESTr Hamlet,2200,Open Space,Open Space,Open Space,1,2,6,13,198000,15400,2008,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Shanta Sofura ToWESTr,2215,Open Space,Open Space, NA,1,2,6,17,287950,22150,2019,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space, Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Edison Prime 8A,3455,Open Space,Open Space,Open Space,1,3,6,10,449150,31095,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Hamid ToWESTr,3600,Open Space,Open Space,Open Space,NA,2,6,15,550000,43200,2006,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
suvaa muskan toWESTr,1174,Open Space,Open Space,Open Space,1,3,20,24,704400,17610,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
SOUTH Breeze Centre ,2716,Open Space,Open Space,Open Space,1,2,8,9,624680,25000,2000,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Sheltech NORTHern ar 9A,2595,Open Space,Open Space,Open Space,1,2,8,10,441150,38925,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Shanta Forum,11000,Open Space,Open Space,Open Space,4,4,8,23,1760000,187000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,SOUTH,YES,Open Space,Open Space
Edison Prime(0 Floor),2145,Open Space,Open Space,Open Space,1,3,8,10,536250,19305,2023,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Rangs FC Square,5671,Open Space,Open Space,Open Space,3,3,8,16,1077490,102078,2017,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
amanullah trade centre,3700,Open Space,Open Space,Open Space,2,2,8,16,555000,37000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
Cryal palace ,5600,Open Space,Open Space,Open Space,2,3,8,15,840000,84000,2020,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
giasuddin toWESTr,6000,Open Space,Open Space,Open Space,1,2,8,10,600000,60000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
laila toWESTr ,3000,Open Space,Open Space,Open Space,1,3,8,14,600000,60000,2013,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
Aziz 0p ,7500,Open Space,Open Space,Open Space,2,1,4,6,1125000,75000,2021,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Haque ToWESTr,3500,Open Space,Open Space,Open Space,1,1,4,11,245000,17500,2003,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
NAsrin ToWESTr,20000,Open Space,Open Space,Open Space,9,4,4,12,2000000,200000,2003,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
NAvaNA osman link,4100,Open Space,Open Space,Open Space,2,2,4,10,410000,32800,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Rahmans Regnum,8500,Open Space,Open Space,Open Space,6,3,4,35,1062500,85000,2022,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
Rangs Babilonia,5000,Open Space,Open Space,Open Space,2,4,4,12,800000,75000,2010,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
SeNA Kalyan,7000,Open Space,Open Space,Open Space,2,2,4,11,700000,70000,2016,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Un -Furnished,Commercial,60,NA,NA,SOUTH,YES,Open Space,Open Space
Prasad Trade Center,7400,Open Space,3,Open Space,2,4,4,16,1110000,60000,2012,Baridhara Diplomatic Zone,Fire alarm,YES,	Office Space,Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
EHL Lokman Hossain ToWESTr,5059,Open Space,Open Space,Open Space,3,3,8,13,910620,101180,2013,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
ANZ Haque Eleven Square,2000,Open Space,Open Space,Open Space,1,2,12,14,260000,30000,2010,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Point 11,2367,Open Space,Open Space,Open Space,1,2,12,15,260000,23670,2010,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Sheltech Ayan,2905,Open Space,Open Space,Open Space,1,2,12,15,522900,43575,2022,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Nur Empori,6000,Open Space,Open Space,Open Space,3,2,12,13,720000,60000,2017,Baridhara Diplomatic Zone,Fire alarm, NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Sheltech NORTHern ar,2595,Open Space,Open Space,Open Space,1,2,10,11,467100,38925,2022,Baridhara Diplomatic Zone,Fire alarm, NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Suvau JahaNORTHa square ,2188,Open Space,Open Space,Open Space,1,1,10,11,306320,21880,2017,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Baro Bhuiyan ,3200,Open Space,Open Space,Open Space,1,2,10,15,480000,32000,2012,Baridhara Diplomatic Zone,Fire alarm, NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Autograph,9000,Open Space,Open Space,Open Space,2,5,10,20,1620000,135000,2017,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
Shezad Palace,5500,Open Space,Open Space,Open Space,2,2,10,11,660000,55000,2015,Baridhara Diplomatic Zone,Fire alarm, NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
Priine pavilion A5,2500,Open Space,Open Space,Open Space,2,4,10,16,412500,45000,2020,Baridhara Diplomatic Zone,Fire alarm, NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
Khaokar toWESTr ,14000,Open Space,Open Space,Open Space,5,3,9,15,2380000,252000,2018,Baridhara Diplomatic Zone,Fire alarm,NA,	Office Space,Un -Furnished,Commercial,50,NA,NA,EAST,NA,Open Space,Open Space
Rahmans Dom -InNA Vanille,2540,4,4,3,1,2,9,13,160000,14000,2010,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,16,GOVT,YES,NORTH,YES,YES,YES
Charulata 3B,2100,3,3,2,1,1,2,6,200000,12000,2006,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,GOVT,YES,NORTH,YES,YES,YES
Faizur House,2500,3,4,2,1,1,2,6,180000,15000,2006,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,GOVT,YES,SOUTH,YES,YES,YES
Alamin Tonmoy(Bra New),3500,4,4,4,3,2,2,10,320000,25000,2024,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,NORTH,YES,YES,YES
ShimaNA,2300,3,3,2,1,1,3,6,140000,1000,2015,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,NORTH,YES,YES,YES
Rangs Hai Legacy 10A,2200,3,3,2,1,2,3,14,150000,8000,2016,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,NORTH,YES,YES,YES
Summer,3500,4,4,3,2,2,3,11,260000,18000,2020,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,16,LPG,YES,SOUTH,YES,YES,YES
Charulata,2699,3,3,3,1,1,3,6,190000,12000,2018,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,NORTH,YES,YES,YES
EHL Moriyum Residence,4000,4,3,3,2,2,4,11,500000,45000,2015,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,SOUTH,YES,YES,YES
Apan Shurjo Sharoi,4000,4,4,4,2,2,4,10,550000,30000,2023,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,24,LPG,YES,NORTH,YES,YES,YES
Assurance Marzuk House 6B,2200,3,3,3,1,2,4,11,180000,8000,2021,Baridhara Diplomatic Zone,Fire alarm,NA,Furnished apartment,Furnished,Residential,16,LPG,YES,NORTH,YES,YES,YES
Impetus Centre,3012,Open Space,Open Space,Open Space,3,3,8,10,"4,51,800",60240,2018,"Link Road, Tejgaon","Fire alarm, CCTV",YES,Office Space,full Furnished,Commercial,60,NA,NA,NORTH,YES,Open Space,Open Space
Shanta WESTern ToWESTr,5900,Open Space,Open Space,Open Space,3,6,10,23,"9,44,000",88500,20118,"Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,Furnished,Commercial,60,L.P.G,NA,NORTH,YES,Open Space,Open Space
Shanta PinNAcle,14560,Open Space,Open Space,Open Space,8,7,"12, 30, 31",41,"2,620,800",0,2025,"Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,Un-Furnished,Commercial,60,NA,NA,NORTH-SOUTH,NA,Open Space,Open Space
Shanta Forum,11000,Open Space,Open Space,Open Space,4,4,12,24,1760000,187000,2022,"Tejgaon Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,"Un-Furnished, Open floor",Commercial,60,NA,NA,SOUTH,NA,Open Space,Open Space
Rangs Centre,7973,Open Space,Open Space,Open Space,2,3,4,9,"7,97,300",63784,2023,"Tejgaon Iurial ArEAST, Tejgaon","Fire alarm, CCTV",YES,office space,Un-Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
InNORTH Intercontinental,12000,Open Space,Open Space,Open Space,5,6,20,32,1800000,0,2024,Tejgaon Iurial ArEAST,"Fire alarm, CCTV",YES,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,WEST,YES,Open Space,Open Space
NiNA Kabbo,15200,Open Space,Open Space,Open Space,7,3,4,16,1976000,456000,2020,Tejgaon Iurial ArEAST,"Fire alarm, CCTV",YES,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,SOUTH,NA,Open Space,Open Space
Imprtus Centre,4000,Open Space,Open Space,Open Space,2,3,8,13,440000,80000,2017,"Bir Uttam Mir Shakhawat Sarak, Tejgaon","Fire alarm, CCTV",YES,office space,Furnished,Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Lanka Bangla FiNAnce Square 9A,9368,Open Space,Open Space,Open Space,5,5,9,12,1498880,187360,2023,"Bir Uttam Mir Shakhawat Sarak, Tejgaon","Fire alarm, CCTV",YES,office space,Un-Furnished,Commercial,40,NA,NA,SOUTH,NA,Open Space,Open Space
Lanka Bangla FiNAnce Square 10A,8861,Open Space,Open Space,Open Space,5,5,11,12,1417760,177220,2023,"Bir Uttam Mir Shakhawat Sarak, Tejgaon","Fire alarm, CCTV",YES,office space,"Un-Furnished,office space",Commercial,40,NA,NA,SOUTH,NA,Open Space,Open Space
Aziz 0p 1A,1600,Open Space,Open Space,Open Space,NA,1,1,6,192000,16000,2021,"Tejgaon Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,Furnished,Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Edison Prime 8A,3455,Open Space,Open Space,Open Space,1,3,9,10,449150,31095,2023,"Tejgaon Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,"Un-Furnished, Open Space",Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Shanta Forum,11000,Open Space,Open Space,Open Space,4,4,14,24,1760000,187000,2022,"Tejgaon Link Road, Tejgaon","Fire alarm, CCTV",YES,office space,"Un-Furnished, Open floor",Commercial,60,NA,NA,SOUTH,NA,Open Space,Open Space
Edison Prime (0 floor),2145,Open Space,Open Space,Open Space,1,3,1,10,536250,19305,2023,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Edison Prime,9500,Open Space,Open Space,Open Space,4,3,7,10,1235000,85500,2023,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
Aziz 0p,7500,Open Space,Open Space,Open Space,2,1,5,6,1125000,75000,2021,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,SOUTH,YES,Open Space,Open Space
Haque ToWESTr,3500,Open Space,Open Space,Open Space,1,1,6,11,245000,17500,2003,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,NORTH,YES,Open Space,Open Space
NAsrin ToWESTr,20000,Open Space,Open Space,Open Space,9,4,8,12,2000000,200000,2003,"Tejgaon Link Road, Tejgaon","Li,Parking",NA,office space,"Un-Furnished, Open floor",Commercial,50,NA,NA,EAST,YES,Open Space,Open Space
